"","Word","Changed"
"21869","countersink","CEIKNNORSTU"
"2892","Erickson","CEIKNORS"
"56634","rockiness","CEIKNORSS"
"2209","Cronkite","CEIKNORT"
"62843","stockiness","CEIKNOSSST"
"53319","quickness","CEIKNQSSU"
"53312","quickens","CEIKNQSU"
"53309","quicken","CEIKNQU"
"60814","snicker","CEIKNRS"
"8273","Snickers","CEIKNRSS"
"60817","snickers","CEIKNRSS"
"63149","stricken","CEIKNRST"
"59642","sicken","CEIKNS"
"59646","sickens","CEIKNSS"
"59655","sickness","CEIKNSSS"
"21399","cookie","CEIKOO"
"21400","cookies","CEIKOOS"
"56632","rockier","CEIKORR"
"7517","Rickover","CEIKORRV"
"7581","Rockies","CEIKORS"
"56633","rockiest","CEIKORST"
"62841","stockier","CEIKORST"
"62842","stockiest","CEIKOSSTT"
"49896","picker","CEIKPR"
"49899","pickers","CEIKPRS"
"60052","skeptics","CEIKPSST"
"49903","pickets","CEIKPST"
"60048","skeptic","CEIKPST"
"49900","picket","CEIKPT"
"7072","Pickett","CEIKPTT"
"53313","quicker","CEIKQRU"
"53314","quickest","CEIKQSTU"
"2890","Erick","CEIKR"
"67184","tricksters","CEIKRRSSTT"
"67183","trickster","CEIKRRSTT"
"67173","trickery","CEIKRRTY"
"59647","sicker","CEIKRS"
"62712","stickers","CEIKRSST"
"56343","rickets","CEIKRST"
"62711","sticker","CEIKRST"
"65982","tickers","CEIKRST"
"71344","wickers","CEIKRSW"
"65981","ticker","CEIKRT"
"56344","rickety","CEIKRTY"
"72289","yuckier","CEIKRUY"
"71343","wicker","CEIKRW"
"7515","Rickey","CEIKRY"
"59648","sickest","CEIKSST"
"65986","tickets","CEIKSTT"
"72290","yuckiest","CEIKSTUY"
"71347","wickets","CEIKSTW"
"65983","ticket","CEIKTT"
"71346","wicket","CEIKTW"
"41185","lice","CEIL"
"18051","celli","CEILL"
"70096","violoncellos","CEILLLNOOOSV"
"70095","violoncello","CEILLLNOOOV"
"5356","Lucille","CEILLLU"
"66398","tonsillectomy","CEILLMNOOSTTY"
"6187","Monticello","CEILLMNOOT"
"20416","compulsively","CEILLMOPSUVY"
"43593","meticulously","CEILLMOSTUUY"
"21387","convulsively","CEILLNOSUVVY"
"19904","collie","CEILLO"
"19925","colloquies","CEILLOOQSU"
"51043","portcullises","CEILLOPRSSTU"
"2010","Collier","CEILLOR"
"19905","collier","CEILLOR"
"19907","colliers","CEILLORS"
"19908","colliery","CEILLORY"
"19909","collies","CEILLOS"
"19934","collusive","CEILLOSUV"
"18053","cellists","CEILLSST"
"18052","cellist","CEILLST"
"5355","Lucile","CEILLU"
"19351","clime","CEILM"
"20353","compliments","CEILMMNOPST"
"20349","compliment","CEILMMNOPT"
"64550","symmetricly","CEILMMRSTYY"
"5848","McNeil","CEILMN"
"44635","mononucleosis","CEILMNNOOOSSU"
"20335","complexions","CEILMNOOPSX"
"20330","completion","CEILMNOOPT"
"20333","complexion","CEILMNOOPX"
"58586","semicolon","CEILMNOOS"
"58587","semicolons","CEILMNOOSS"
"19531","clumsiness","CEILMNSSSU"
"43993","minuscules","CEILMNSSUU"
"43992","minuscule","CEILMNSUU"
"41700","locomotives","CEILMOOOSTV"
"41699","locomotive","CEILMOOOTV"
"20418","compulsories","CEILMOOPRSSU"
"20293","compile","CEILMOP"
"50758","polemic","CEILMOP"
"20295","compiler","CEILMOPR"
"20296","compilers","CEILMOPRS"
"50867","polymeric","CEILMOPRY"
"20297","compiles","CEILMOPS"
"20348","complies","CEILMOPS"
"50760","polemics","CEILMOPS"
"20415","compulsive","CEILMOPSUV"
"20337","complexity","CEILMOPTXY"
"61118","solecism","CEILMOSS"
"61119","solecisms","CEILMOSSS"
"19838","coliseums","CEILMOSSU"
"43592","meticulous","CEILMOSTUU"
"19837","coliseum","CEILMOSU"
"19528","clumsier","CEILMRSU"
"19352","climes","CEILMS"
"19529","clumsiest","CEILMSSTU"
"1968","Cline","CEILN"
"38208","innocently","CEILNNNOTY"
"21147","contentiously","CEILNNOOSTTUY"
"20967","consistently","CEILNNOSSTTY"
"38368","insolvency","CEILNNOSVY"
"6503","Nicole","CEILNO"
"38675","interlocutory","CEILNOORRTTUY"
"18077","censoriously","CEILNOORSSUY"
"19953","colonizers","CEILNOORSZ"
"19952","colonizer","CEILNOORZ"
"19946","colonies","CEILNOOS"
"19954","colonizes","CEILNOOSZ"
"27506","elocution","CEILNOOTU"
"19950","colonize","CEILNOOZ"
"51434","preclusion","CEILNOPRSU"
"21932","courtliness","CEILNORSSTU"
"37465","inclosures","CEILNORSSU"
"2124","Cornelius","CEILNORSU"
"37464","inclosure","CEILNORSU"
"21253","contritely","CEILNORTTY"
"37460","inclose","CEILNOS"
"37462","incloses","CEILNOSS"
"42123","lusciousness","CEILNOSSSSUU"
"21744","costliness","CEILNOSSST"
"58364","seclusion","CEILNOSSU"
"21386","convulsive","CEILNOSUVV"
"28959","exclusion","CEILNOSUX"
"41122","lexicons","CEILNOSX"
"41121","lexicon","CEILNOX"
"49118","pencil","CEILNP"
"51932","princely","CEILNPRY"
"49123","pencils","CEILNPS"
"22794","curliness","CEILNRSSU"
"62632","stencils","CEILNSST"
"19332","clients","CEILNST"
"62627","stencil","CEILNST"
"19331","client","CEILNT"
"5353","Lucien","CEILNU"
"46387","nuclei","CEILNU"
"45882","nicely","CEILNY"
"21413","coolie","CEILOO"
"21414","coolies","CEILOOS"
"50764","police","CEILOP"
"7185","Popsicle","CEILOPPS"
"60429","slipcovers","CEILOPRSSV"
"51408","preciously","CEILOPRSUY"
"60428","slipcover","CEILOPRSV"
"50768","polices","CEILOPS"
"61599","speciously","CEILOPSSUY"
"51261","poultices","CEILOPSTU"
"51259","poultice","CEILOPTU"
"54269","recoil","CEILOR"
"21930","courtlier","CEILORRTU"
"54272","recoils","CEILORS"
"57950","sclerosis","CEILORSSS"
"19423","cloisters","CEILORSST"
"19420","cloister","CEILORST"
"21742","costlier","CEILORST"
"21931","courtliest","CEILORSTTU"
"61179","solstices","CEILOSSST"
"61178","solstice","CEILOSST"
"21743","costliest","CEILOSSTT"
"69724","velocity","CEILOTVY"
"19381","clipper","CEILPPR"
"22344","cripple","CEILPPR"
"19382","clippers","CEILPPRS"
"22346","cripples","CEILPPRS"
"61852","splicer","CEILPRS"
"61853","splicers","CEILPRSS"
"64167","surplices","CEILPRSSU"
"64166","surplice","CEILPRSU"
"61850","splice","CEILPS"
"61854","splices","CEILPSS"
"49102","pelvic","CEILPV"
"19388","cliques","CEILQSU"
"19387","clique","CEILQU"
"55098","relic","CEILR"
"22792","curlier","CEILRRU"
"55099","relics","CEILRS"
"60374","slicer","CEILRS"
"60375","slicers","CEILRSS"
"22793","curliest","CEILRSTU"
"5363","Lucretius","CEILRSTUU"
"60372","slice","CEILS"
"60376","slices","CEILSS"
"1716","Celsius","CEILSSU"
"60544","sluices","CEILSSU"
"60542","sluice","CEILSU"
"5359","Lucite","CEILTU"
"1972","Clive","CEILV"
"43628","mice","CEIM"
"20148","commitments","CEIMMMNOSTT"
"20147","commitment","CEIMMMNOTT"
"44366","mnemonic","CEIMMNNO"
"44367","mnemonics","CEIMMNNOS"
"20196","communiques","CEIMMNOQSUU"
"20195","communique","CEIMMNOQUU"
"21083","consumerism","CEIMMNORSSU"
"20407","compromise","CEIMMOOPRS"
"20409","compromises","CEIMMOOPRSS"
"22559","crummier","CEIMMRRU"
"22560","crummiest","CEIMMRSTU"
"64547","symmetric","CEIMMRSTY"
"58234","scummier","CEIMMRSU"
"58235","scummiest","CEIMMSSTU"
"43875","mince","CEIMN"
"44235","mispronounces","CEIMNNOOPRSSU"
"44233","mispronounce","CEIMNNOOPRSU"
"2031","Comintern","CEIMNNORT"
"37480","income","CEIMNO"
"20400","compression","CEIMNOOPRSS"
"27149","economists","CEIMNOOSST"
"27148","economist","CEIMNOOST"
"52447","prosceniums","CEIMNOPRSSU"
"63128","streptomycin","CEIMNOPRSTTY"
"52446","proscenium","CEIMNOPRSU"
"21095","consumptives","CEIMNOPSSTUV"
"21094","consumptive","CEIMNOPSTUV"
"44103","misconstrues","CEIMNORSSSTU"
"44101","misconstrue","CEIMNORSSTU"
"38612","intercoms","CEIMNORST"
"38611","intercom","CEIMNORT"
"37481","incomes","CEIMNOS"
"5833","McIntyre","CEIMNRTY"
"46444","numeric","CEIMNRU"
"43878","minces","CEIMNS"
"5904","Mencius","CEIMNSU"
"20290","competitors","CEIMOOPRSTT"
"20289","competitor","CEIMOOPRTT"
"20370","composites","CEIMOOPSST"
"20369","composite","CEIMOOPST"
"5958","Mesozoic","CEIMOOSZ"
"20403","comprise","CEIMOPRS"
"20405","comprises","CEIMOPRSS"
"29133","exorcisms","CEIMORSSX"
"44825","mortices","CEIMORST"
"29132","exorcism","CEIMORSX"
"44823","mortice","CEIMORT"
"22894","customizes","CEIMOSSTUZ"
"6301","Muscovite","CEIMOSTUV"
"22892","customize","CEIMOSTUZ"
"66561","totemic","CEIMOTT"
"5976","Mexico","CEIMOX"
"52830","pumices","CEIMPSU"
"52829","pumice","CEIMPU"
"22315","crime","CEIMR"
"67615","turmerics","CEIMRRSTU"
"67614","turmeric","CEIMRRTU"
"22316","crimes","CEIMRS"
"43600","metrics","CEIMRST"
"43596","metric","CEIMRT"
"64654","systemics","CEIMSSSTY"
"64653","systemic","CEIMSSTY"
"44113","miscues","CEIMSSU"
"18184","cesium","CEIMSU"
"26985","eMusic","CEIMSU"
"44111","miscue","CEIMSU"
"6103","Mixtec","CEIMTX"
"6488","Nice","CEIN"
"45881","nice","CEIN"
"21145","contentions","CEINNNOOSTT"
"21311","conventions","CEINNNOOSTV"
"21144","contention","CEINNNOOTT"
"21307","convention","CEINNNOOTV"
"38209","innocents","CEINNNOST"
"21165","continents","CEINNNOSTT"
"4232","Innocent","CEINNNOT"
"38207","innocent","CEINNNOT"
"2084","Continent","CEINNNOTT"
"21162","continent","CEINNNOTT"
"2073","Connie","CEINNO"
"21862","counterpoints","CEINNOOPRSTTU"
"21861","counterpoint","CEINNOOPRTTU"
"20876","connoisseurs","CEINNOORSSSU"
"20875","connoisseur","CEINNOORSSU"
"21331","conversions","CEINNOORSSV"
"21330","conversion","CEINNOORSV"
"21146","contentious","CEINNOOSTTU"
"7241","Princeton","CEINNOPRT"
"27901","encryption","CEINNOPRTY"
"2114","Corinne","CEINNOR"
"18137","centurions","CEINNORSTU"
"20872","connivers","CEINNORSV"
"18136","centurion","CEINNORTU"
"20871","conniver","CEINNORV"
"20966","consistent","CEINNOSSTT"
"21023","constituents","CEINNOSSTTTU"
"21022","constituent","CEINNOSTTTU"
"21179","continues","CEINNOSTU"
"20873","connives","CEINNOSV"
"21177","continue","CEINNOTU"
"20869","connive","CEINNOV"
"9230","Vincent","CEINNTV"
"52055","procession","CEINOOPRSS"
"52060","processions","CEINOOPRSSS"
"52460","prosecutions","CEINOOPRSSTU"
"52515","protections","CEINOOPRSTT"
"52459","prosecution","CEINOOPRSTU"
"52514","protection","CEINOOPRTT"
"18076","censorious","CEINOORSSU"
"21692","cortisone","CEINOORST"
"4245","Ionesco","CEINOOS"
"51010","porcupines","CEINOPPRSU"
"51009","porcupine","CEINOPPRU"
"51008","porcine","CEINOPR"
"21000","conspire","CEINOPRS"
"21002","conspires","CEINOPRSS"
"38382","inspectors","CEINOPRSST"
"49274","percussion","CEINOPRSSU"
"64009","supersonic","CEINOPRSSU"
"38381","inspector","CEINOPRST"
"52595","provinces","CEINOPRSV"
"2156","Couperin","CEINOPRU"
"52594","province","CEINOPRV"
"2113","Corine","CEINOR"
"2858","Enrico","CEINOR"
"2133","Corrine","CEINORR"
"21565","cornier","CEINORR"
"54436","recursion","CEINORRSU"
"2893","Ericson","CEINORS"
"22406","cronies","CEINORS"
"2894","Ericsson","CEINORSS"
"45643","necrosis","CEINORSS"
"28995","excursions","CEINORSSUX"
"21566","corniest","CEINORST"
"21882","countries","CEINORSTU"
"22286","cretinous","CEINORSTU"
"45795","neurotics","CEINORSTU"
"21259","contrives","CEINORSTV"
"28994","excursion","CEINORSUX"
"1925","Citroen","CEINORT"
"21252","contrite","CEINORTT"
"45793","neurotic","CEINORTU"
"21257","contrive","CEINORTV"
"21708","cosine","CEINOS"
"18187","cession","CEINOSS"
"18188","cessions","CEINOSSS"
"70143","viscountess","CEINOSSSTUV"
"58404","sections","CEINOSST"
"21026","constitutes","CEINOSSTTTU"
"37412","incestuous","CEINOSSTUU"
"22031","coziness","CEINOSSZ"
"46324","notices","CEINOST"
"58398","section","CEINOST"
"21024","constitute","CEINOSTTTU"
"21879","counties","CEINOSTU"
"46368","novices","CEINOSV"
"46318","notice","CEINOT"
"8730","Teutonic","CEINOTTU"
"21343","convexity","CEINOTVXY"
"46367","novice","CEINOV"
"7240","Prince","CEINPR"
"50083","pincer","CEINPR"
"51929","prince","CEINPR"
"50084","pincers","CEINPRS"
"51933","princes","CEINPRS"
"51934","princess","CEINPRSS"
"22358","crispness","CEINPRSSS"
"38383","inspects","CEINPSST"
"38376","inspect","CEINPST"
"48981","pectin","CEINPT"
"53347","quinces","CEINQSU"
"53346","quince","CEINQU"
"45884","nicer","CEINR"
"63154","strictness","CEINRSSSTT"
"19068","cisterns","CEINRSST"
"18133","centrists","CEINRSSTT"
"19067","cistern","CEINRST"
"22287","cretins","CEINRST"
"18132","centrist","CEINRSTT"
"66112","tinctures","CEINRSTTU"
"22285","cretin","CEINRT"
"66110","tincture","CEINRTTU"
"59888","since","CEINS"
"38291","insects","CEINSST"
"37411","incest","CEINST"
"38285","insect","CEINST"
"45885","nicest","CEINST"
"29408","extincts","CEINSTTX"
"71469","winces","CEINSW"
"29403","extinct","CEINTTX"
"45887","nicety","CEINTY"
"9229","Vince","CEINV"
"71467","wince","CEINW"
"7256","Proterozoic","CEIOOOPRRTZ"
"51062","porticoes","CEIOOPRST"
"21662","corrosives","CEIOORRSSV"
"21661","corrosive","CEIOORRSV"
"21447","cooties","CEIOOST"
"21446","cootie","CEIOOT"
"49509","perspicuous","CEIOPPRSSUU"
"21456","copier","CEIOPR"
"21499","copywriters","CEIOPRRSTWY"
"22483","croupiers","CEIOPRRSU"
"21498","copywriter","CEIOPRRTWY"
"22482","croupier","CEIOPRRU"
"21457","copiers","CEIOPRS"
"22484","croupiest","CEIOPRSTU"
"51407","precious","CEIOPRSU"
"21458","copies","CEIOPS"
"61598","specious","CEIOPSSU"
"50692","poetic","CEIOPT"
"22431","crosier","CEIORRS"
"22432","crosiers","CEIORRSS"
"21928","courtiers","CEIORRSTU"
"21910","couriers","CEIORRSU"
"22501","croziers","CEIORRSZ"
"21927","courtier","CEIORRTU"
"21909","courier","CEIORRU"
"22500","crozier","CEIORRZ"
"21697","cosier","CEIORS"
"22469","crosswise","CEIORSSSW"
"29135","exorcists","CEIORSSTX"
"47389","outcries","CEIORSTU"
"70326","vortices","CEIORSTV"
"29134","exorcist","CEIORSTX"
"69956","viceroys","CEIORSVY"
"28512","erotic","CEIORT"
"69955","viceroy","CEIORVY"
"22027","cozier","CEIORZ"
"21698","cosies","CEIOSS"
"21699","cosiest","CEIOSST"
"19733","coexists","CEIOSSTX"
"7973","Scottie","CEIOSTT"
"19729","coexist","CEIOSTX"
"29142","exotics","CEIOSTX"
"61038","society","CEIOSTY"
"22029","coziest","CEIOSTZ"
"70264","voices","CEIOSV"
"22028","cozies","CEIOSZ"
"29140","exotic","CEIOTX"
"70261","voice","CEIOV"
"28351","epic","CEIP"
"64004","superscripts","CEIPPRRSSSTU"
"64003","superscript","CEIPPRRSSTU"
"67801","typescripts","CEIPPRSSTTY"
"67800","typescript","CEIPPRSTTY"
"49233","peptics","CEIPPST"
"49232","peptic","CEIPPT"
"7238","Price","CEIPR"
"51860","price","CEIPR"
"22352","crisper","CEIPRRS"
"7982","Scriptures","CEIPRRSSTU"
"58144","scriptures","CEIPRRSSTU"
"7981","Scripture","CEIPRRSTU"
"58143","scripture","CEIPRRSTU"
"51863","prices","CEIPRS"
"22353","crispest","CEIPRSST"
"67167","triceps","CEIPRST"
"49931","pictures","CEIPRSTU"
"2869","Epicurus","CEIPRSUU"
"49929","picture","CEIPRTU"
"51864","pricey","CEIPRY"
"28354","epics","CEIPS"
"61704","spice","CEIPS"
"7099","Pisces","CEIPSS"
"61706","spices","CEIPSS"
"58717","septic","CEIPST"
"2887","Eric","CEIR"
"7503","Rice","CEIR"
"56329","rice","CEIR"
"22312","crier","CEIRR"
"2241","Currier","CEIRRRU"
"22313","criers","CEIRRS"
"55860","restricts","CEIRRSSTT"
"63156","strictures","CEIRRSSTTU"
"22540","cruisers","CEIRRSSU"
"58248","scurries","CEIRRSSU"
"22383","critters","CEIRRSTT"
"55853","restrict","CEIRRSTT"
"63151","stricter","CEIRRSTT"
"63155","stricture","CEIRRSTTU"
"22590","crustier","CEIRRSTU"
"54399","recruits","CEIRRSTU"
"22539","cruiser","CEIRRSU"
"22813","curries","CEIRRSU"
"58253","scurvier","CEIRRSUV"
"22382","critter","CEIRRTT"
"54393","recruit","CEIRRTU"
"22861","curvier","CEIRRUV"
"22314","cries","CEIRS"
"56331","rices","CEIRS"
"22348","crises","CEIRSS"
"67271","trisects","CEIRSSTT"
"63152","strictest","CEIRSSTTT"
"22591","crustiest","CEIRSSTTU"
"19088","citruses","CEIRSSTU"
"22851","curtsies","CEIRSSTU"
"58254","scurviest","CEIRSSTUV"
"22541","cruises","CEIRSSU"
"67268","trisect","CEIRSTT"
"22862","curviest","CEIRSTUV"
"58423","security","CEIRSTUY"
"2216","Cruise","CEIRSU"
"22537","cruise","CEIRSU"
"22774","curies","CEIRSU"
"22825","cursive","CEIRSUV"
"58261","scuzzier","CEIRSUZZ"
"67166","trice","CEIRT"
"2239","Curie","CEIRU"
"22773","curie","CEIRU"
"2246","Cuvier","CEIRUV"
"18178","cervix","CEIRVX"
"36669","ices","CEIS"
"58262","scuzziest","CEISSTUZZ"
"19075","cites","CEIST"
"19091","civets","CEISTV"
"28800","evicts","CEISTV"
"69957","vices","CEISV"
"19073","cite","CEIT"
"19090","civet","CEITV"
"28795","evict","CEITV"
"67720","twice","CEITW"
"69953","vice","CEIV"
"39566","jockeys","CEJKOSY"
"4511","Jockey","CEJKOY"
"39563","jockey","CEJKOY"
"4509","Jocelyn","CEJLNOY"
"39571","jocosely","CEJLOOSY"
"20844","conjurers","CEJNORRSU"
"20843","conjurer","CEJNORRU"
"20845","conjures","CEJNORSU"
"20841","conjure","CEJNORU"
"39643","jounces","CEJNOSU"
"39766","juncoes","CEJNOSU"
"39641","jounce","CEJNOU"
"39771","junctures","CEJNRSTUU"
"39770","juncture","CEJNRTUU"
"52243","projectors","CEJOOPRRST"
"52242","projector","CEJOOPRRT"
"39570","jocose","CEJOOS"
"52244","projects","CEJOPRST"
"52233","project","CEJOPRT"
"4568","Joyce","CEJOY"
"4715","Keck","CEKK"
"40229","knuckles","CEKKLNSU"
"40225","knuckle","CEKKLNU"
"40196","knocker","CEKKNOR"
"40197","knockers","CEKKNORS"
"4746","Kentucky","CEKKNTUY"
"40244","kopeck","CEKKOP"
"40245","kopecks","CEKKOPS"
"60185","skyrockets","CEKKORSSTY"
"60182","skyrocket","CEKKORSTY"
"7583","Rockwell","CEKLLORW"
"42023","luckless","CEKLLSSU"
"19537","clunkers","CEKLNRSU"
"19536","clunker","CEKLNRU"
"5266","Locke","CEKLO"
"41694","lockstep","CEKLOPST"
"41683","locker","CEKLOR"
"41684","lockers","CEKLORS"
"9261","Volcker","CEKLORV"
"41686","lockets","CEKLOST"
"41685","locket","CEKLOT"
"19314","clerk","CEKLR"
"19317","clerks","CEKLRS"
"67404","truckles","CEKLRSTU"
"67402","truckle","CEKLRTU"
"63689","suckles","CEKLSSU"
"63687","suckle","CEKLSU"
"44394","mocker","CEKMOR"
"44396","mockers","CEKMORS"
"44397","mockery","CEKMORY"
"5935","Merck","CEKMR"
"45626","neck","CEKN"
"21872","countersunk","CEKNNORSTUU"
"21371","convokes","CEKNOOSV"
"21369","convoke","CEKNOOV"
"7582","Rockne","CEKNOR"
"54237","reckon","CEKNOR"
"54241","reckons","CEKNORS"
"45636","necks","CEKNS"
"1996","Coke","CEKO"
"19820","coke","CEKO"
"2089","Cooke","CEKOO"
"47678","overcooks","CEKOOORSV"
"47675","overcook","CEKOOORV"
"22004","cowpokes","CEKOOPSW"
"22003","cowpoke","CEKOOPW"
"21395","cooker","CEKOOR"
"22002","coworkers","CEKOORRSW"
"22001","coworker","CEKOORRW"
"2211","Crookes","CEKOORS"
"21397","cookers","CEKOORS"
"47928","overstocks","CEKOORSSTV"
"47925","overstock","CEKOORSTV"
"21398","cookery","CEKOORY"
"62070","sprockets","CEKOPRSST"
"62069","sprocket","CEKOPRST"
"50668","pockets","CEKOPST"
"50659","pocket","CEKOPT"
"56625","rocker","CEKORR"
"56626","rockers","CEKORRS"
"56630","rocketry","CEKORRTY"
"55836","restocks","CEKORSST"
"55833","restock","CEKORST"
"56631","rockets","CEKORST"
"56627","rocket","CEKORT"
"1997","Cokes","CEKOS"
"19822","cokes","CEKOS"
"61049","sockets","CEKOSST"
"61048","socket","CEKOST"
"9534","Wozzeck","CEKOWZZ"
"6944","Peck","CEKP"
"48977","peck","CEKP"
"52741","puckers","CEKPRSU"
"52738","pucker","CEKPRU"
"48980","pecks","CEKPS"
"61600","speck","CEKPS"
"61607","specks","CEKPSS"
"7288","Puckett","CEKPTTU"
"67400","truckers","CEKRRSTU"
"67399","trucker","CEKRRTU"
"63685","suckers","CEKRSSU"
"56951","ruckuses","CEKRSSUU"
"67521","tuckers","CEKRSTU"
"63682","sucker","CEKRSU"
"71998","wrecks","CEKRSW"
"8973","Tucker","CEKRTU"
"67518","tucker","CEKRTU"
"71992","wreck","CEKRW"
"3007","Eyck","CEKY"
"18048","cell","CELL"
"20412","comptrollers","CELLMOOPRRST"
"20411","comptroller","CELLMOOPRRT"
"2206","Cromwell","CELLMORW"
"19938","colonel","CELLNOO"
"21265","controllers","CELLNOORRST"
"21264","controller","CELLNOORRT"
"21805","counsellors","CELLNOORSSU"
"21804","counsellor","CELLNOORSU"
"19939","colonels","CELLNOOS"
"2125","Cornell","CELLNOR"
"67411","truculently","CELLNRTTUUY"
"2232","Cullen","CELLNU"
"18054","cello","CELLO"
"19971","colorless","CELLOORSS"
"2147","Costello","CELLOOST"
"18056","cellos","CELLOS"
"19439","closely","CELLOSY"
"7302","Purcell","CELLPRU"
"22544","crullers","CELLRRSU"
"22543","cruller","CELLRRU"
"58214","scullery","CELLRSUY"
"22532","cruelly","CELLRUY"
"18057","cells","CELLS"
"7986","Sculley","CELLSUY"
"1953","Clem","CELM"
"44611","monocle","CELMNOO"
"21132","contemptuously","CELMNOOPSTTUUY"
"44612","monocles","CELMNOOS"
"1959","Clemons","CELMNOS"
"1960","Clemson","CELMNOS"
"21278","contumely","CELMNOTUY"
"6697","Olmec","CELMO"
"2021","Colosseum","CELMOOSSU"
"20259","compel","CELMOP"
"20263","compels","CELMOPS"
"20331","complex","CELMOPX"
"2167","Cozumel","CELMOUZ"
"20032","comely","CELMOY"
"50495","plectrums","CELMPRSTU"
"22566","crumples","CELMPRSU"
"50494","plectrum","CELMPRTU"
"22564","crumple","CELMPRU"
"45235","muscles","CELMSSU"
"45233","muscle","CELMSU"
"42158","lyceums","CELMSUY"
"42157","lyceum","CELMUY"
"68998","unscrupulousness","CELNNOPRSSSSUUUU"
"19428","clone","CELNO"
"21807","counselors","CELNOORSSU"
"21806","counselor","CELNOORSU"
"19940","colones","CELNOOS"
"20972","console","CELNOOS"
"20974","consoles","CELNOOSS"
"21417","coolness","CELNOOSS"
"2083","Consuelo","CELNOOSU"
"21606","corpulent","CELNOPRTU"
"68154","uncouples","CELNOPSUU"
"68152","uncouple","CELNOPUU"
"19430","clones","CELNOS"
"21881","countless","CELNOSSTU"
"21808","counsels","CELNOSSU"
"21382","convulses","CELNOSSUV"
"21799","counsel","CELNOSU"
"21380","convulse","CELNOSUV"
"61188","solvency","CELNOSVY"
"19488","cloven","CELNOV"
"1735","Ceylon","CELNOY"
"2067","Conley","CELNOY"
"22807","currently","CELNRRTUY"
"67410","truculent","CELNRTTUU"
"68088","uncles","CELNSU"
"46389","nucleus","CELNSUU"
"68077","uncle","CELNU"
"1961","Cleo","CELO"
"2001","Cole","CELO"
"18189","cesspool","CELOOPSS"
"18190","cesspools","CELOOPSSS"
"21410","cooler","CELOOR"
"21411","coolers","CELOORS"
"21919","courteously","CELOORSTUUY"
"19977","colossuses","CELOOSSSSU"
"19443","closeouts","CELOOSSTU"
"21412","coolest","CELOOST"
"46763","ocelots","CELOOST"
"19442","closeout","CELOOSTU"
"21968","covetously","CELOOSTUVY"
"46762","ocelot","CELOOT"
"2090","Cooley","CELOOY"
"21900","couplets","CELOPSTU"
"21898","couples","CELOPSU"
"21899","couplet","CELOPTU"
"21896","couple","CELOPU"
"2101","Copley","CELOPY"
"19444","closer","CELORS"
"19453","closures","CELORSSU"
"1973","Clorets","CELORST"
"19471","clotures","CELORSTU"
"19452","closure","CELORSU"
"67877","ulcerous","CELORSUU"
"9157","Velcros","CELORSV"
"19493","clovers","CELORSV"
"2155","Coulter","CELORTU"
"19470","cloture","CELORTU"
"21961","covertly","CELORTVY"
"9156","Velcro","CELORV"
"19489","clover","CELORV"
"2214","Crowley","CELORWY"
"19436","close","CELOS"
"19445","closes","CELOSS"
"19446","closest","CELOSST"
"19450","closets","CELOSST"
"19447","closet","CELOST"
"22693","culottes","CELOSTTU"
"19494","cloves","CELOSV"
"8865","Toltec","CELOTT"
"22692","culotte","CELOTTU"
"19487","clove","CELOV"
"2163","Cowley","CELOWY"
"58228","sculptures","CELPRSSTUU"
"58186","scruples","CELPRSSU"
"58226","sculpture","CELPRSTUU"
"58184","scruple","CELPRSU"
"22785","curlers","CELRRSU"
"22784","curler","CELRRU"
"19546","clusters","CELRSSTU"
"19554","clutters","CELRSTTU"
"19543","cluster","CELRSTU"
"22711","cultures","CELRSTUU"
"22714","culverts","CELRSTUV"
"67878","ulcers","CELRSU"
"22787","curlews","CELRSUW"
"19551","clutter","CELRTTU"
"22709","culture","CELRTUU"
"22713","culvert","CELRTUV"
"22534","cruelty","CELRTUY"
"22912","cutlery","CELRTUY"
"22527","cruel","CELRU"
"42028","lucre","CELRU"
"67871","ulcer","CELRU"
"22786","curlew","CELRUW"
"58259","scuttles","CELSSTTU"
"1720","Celts","CELST"
"22914","cutlets","CELSTTU"
"58256","scuttle","CELSTTU"
"19522","clues","CELSU"
"19326","clews","CELSW"
"1717","Celt","CELT"
"22913","cutlet","CELTTU"
"22901","cutely","CELTUY"
"5349","Luce","CELU"
"19518","clue","CELU"
"19323","clew","CELW"
"68103","uncommoner","CEMMNNOORU"
"68104","uncommonest","CEMMNNOOSTU"
"20361","comportment","CEMMNOOPRTT"
"20164","commoner","CEMMNOOR"
"20165","commoners","CEMMNOORS"
"20166","commonest","CEMMNOOST"
"20114","comments","CEMMNOST"
"20179","communes","CEMMNOSU"
"20103","comment","CEMMNOT"
"20177","commune","CEMMNOU"
"20209","commuters","CEMMORSTU"
"20208","commuter","CEMMORTU"
"20210","commutes","CEMMOSTU"
"20206","commute","CEMMOTU"
"20357","components","CEMNNOOPST"
"20356","component","CEMNNOOPT"
"21890","countrywomen","CEMNNOORTUWY"
"21886","countrymen","CEMNNORTUY"
"21131","contemptuous","CEMNOOPSTTUU"
"7971","Scotswomen","CEMNOOSSTW"
"27154","economy","CEMNOOY"
"21128","contempt","CEMNOPTT"
"21084","consumers","CEMNORSSU"
"21082","consumer","CEMNORSU"
"7969","Scotsmen","CEMNOSST"
"21085","consumes","CEMNOSSU"
"21080","consume","CEMNOSU"
"20017","come","CEMO"
"44905","motocrosses","CEMOOORSSST"
